牢,0560
老,0383
乐,3766
勒,5461
雷,5199
蕾,2772
泪,8853
类,6890
累,4980
冷,1791
愣,9111
厘,8357
梨,6876
离,9758
莉,1317
犁,6869
璃,7587
黎,1639
礼,2339
李,8190
里,1399
哩,6850
理,0391
鲤,4813
力,2370
历,7544
厉,1692
立,1350
丽,6539
利,8840
励,0790
例,6596
隶,4141
粒,3096
俩,1660
连,6813
帘,3235
怜,3508
莲,1939
联,0302
廉,1759
脸,5021
练,4825
炼,2104
恋,2425
链,1891
良,3284
凉,8544
梁,9936
粮,6537
两,3806
亮,9889
辆,4892
量,1940
辽,9488
疗,4244
聊,3728
僚,4654
了,0527
料,9098
列,3752
劣,9061
烈,5790
猎,9887
裂,5066
邻,0014
林,5029
临,3830
淋,8910
磷,5303
灵,0061
玲,8073
凌,7721
铃,7602
陵,5656
羚,0578
零,8626
龄,5681
领,0154
岭,0805
令,3763
另,6644
溜,4294
刘,4165
流,8937
留,9380
硫,7754
瘤,5291
柳,8949
六,7971
龙,9666
笼,2282
隆,0508
垄,1721
拢,3775
楼,1456
漏,0899
露,0018
卢,1464
芦,9833
炉,1834
鲁,8912
陆,5136
录,2422
鹿,2123
碌,2216
路,9035
驴,4407
旅,5492
铝,9042
履,3414
律,9279
虑,9557
率,3536
绿,0795
氯,6529
滤,4297
卵,6001
乱,2137
掠,7420
略,7875
伦,7224
轮,7181
论,6984
罗,5128
萝,3836
逻,6320
螺,0516
裸,8940
洛,3152
络,2661
骆,5222
落,6403
妈,3992
麻,9321
马,0026
玛,7504
码,2714
蚂,7190
骂,3520
吗,7068
嘛,2308
埋,8386
买,8846
迈,3733
麦,3234
卖,5103
脉,1384
蛮,2963
满,9078
曼,2125
慢,6653
漫,9435
忙,4972
芒,0096
盲,6888
茫,6671
猫,6004
毛,9447
矛,3841
茅,4984
茂,0994
冒,0102
贸,9575
帽,4214
貌,6591
么,2287
没,6021
枚,1008
玫,7527
眉,1143
梅,7314
媒,2924
煤,9280
霉,1027
每,7891
美,2644
妹,4624
门,5498
闷,2443
们,5493
萌,1607
盟,7274
猛,0755
蒙,9295
孟,3936
梦,2863
弥,8984
迷,3839
谜,4695
米,0881
泌,7913
秘,9343
密,2249
蜜,1554
眠,0298
绵,5243
棉,9307
免,3598
勉,2998
面,9986
苗,1693
描,9304
秒,9210
妙,9100
庙,3453
灭,9510
民,7028
敏,1180
名,7741
明,5991
鸣,1578
命,8585
摸,1403
模,2821
膜,6606
摩,3909
磨,8438
蘑,3664
魔,2085
抹,8143
末,3711
沫,2744
陌,0938
莫,8676
漠,0683
墨,4513
默,0452
谋,0674
某,3186
母,2418
亩,6974
牡,5040
姆,6584
拇,8342
木,7373
目,4495
牧,8317
墓,9491
幕,3834
慕,0339
穆,6970
拿,4859
哪,7646
内,1580
那,1323
纳,9626
娜,6159
钠,1786
乃,6450
奶,5804
奈,5158
耐,1598
男,2132
南,4851
难,8905
囊,9193
恼,7466
脑,5115
闹,6392
呢,8297
嫩,4270
能,7654
尼,9938
泥,3057
你,6792
拟,4926
逆,2742
年,5379
念,8192
娘,0975
酿,9490
鸟,9859
尿,8017
捏,4339
您,1731
宁,5571
凝,1497
牛,7096
扭,7091
纽,1758
农,7814
浓,2389
弄,7386
奴,6916
努,4074
怒,6863
女,4754
暖,0634
挪,9685
诺,1282
哦,1130
欧,3150
偶,6666
爬,2043
帕,6188
怕,2705
拍,2176
排,2546
牌,7542
派,1212
攀,7661
盘,1164
判,4333
叛,1315
盼,7083
庞,0475
旁,5060
胖,9954
抛,8686
炮,9253
跑,7552
泡,1463
胚,8485
陪,2630
培,7533
赔,2903
佩,3829
配,5242
喷,8553
盆,5304
朋,6885
棚,6475
蓬,7431
鹏,8708
膨,0847
捧,0052
碰,2251
批,9704
披,0825
皮,1235
疲,3537
脾,4255
匹,9646
屁,7744
譬,8067
片,5217
偏,2658
篇,3501
骗,0657
漂,7369
飘,4950
瓢,5973
票,1744
拼,4482
贫,4557
频,3569
品,1223
平,2910
评,5755
凭,2078
苹,6007
屏,9001
瓶,9655
萍,3082
坡,3032
泼,7803
颇,7088
婆,9268
迫,8976
破,5290
剖,0671
扑,4332
铺,9952
葡,2456
蒲,4933
朴,0958
浦,3978
普,8800
谱,4486
七,6756
妻,1848
栖,4572
戚,3585
期,2615
欺,6995
漆,4614
齐,7802
其,2961
奇,7022
歧,0048
骑,7786
棋,9463
旗,6784
企,3012
岂,1476
启,2526
起,2838
气,0591
弃,4388
汽,4136
契,3771
砌,4368
器,3003
恰,9644
千,6502
迁,8065
牵,3862
铅,5884
谦,9923
签,5714
前,7037
钱,4116
潜,1799
浅,9914
遣,5582
欠,7546
枪,8974
腔,9635
强,5613
墙,3045
抢,4162
悄,5371
敲,1343
乔,1715
桥,6198
瞧,3538
巧,1999
切,5735
茄,4866
且,4767
窃,9707
亲,2023
侵,0314
秦,1640
琴,3893
禽,3433
勤,0882
青,6962
氢,3759
轻,0277
倾,7889
清,3719
情,2092
晴,3202
顷,5934
请,2402
庆,5010
穷,5937
丘,0312
秋,8836
蚯,0537
求,8739
球,6599
区,1439
曲,5456
驱,0463
屈,8362
躯,8916
趋,7820
取,2121
娶,6049
去,1013
趣,7049
圈,6479
全,4698
权,9607
泉,3919
拳,5025
犬,4077
劝,6574
券,2178
缺,8628
却,1300
雀,3562
确,0925
鹊,6979
裙,8571
群,8787
然,4411
燃,9430
染,5602
嚷,1437
壤,5739
让,1992
饶,3163
扰,5080
绕,3064
惹,7841
热,0036
人,8194
仁,9917
忍,4985
认,0949
任,2013
扔,0161
仍,1161
日,0349
绒,1551
荣,9967
容,4234
溶,4114
熔,3746
融,8784
柔,9008
肉,1775
如,1855
儒,6134
乳,0195
辱,2769
入,5982
软,2955
锐,0919
瑞,1373
润,4364
若,3125
弱,8954
撒,9358
洒,3251
萨,6243
塞,7558
赛,4701
三,2722
伞,0705
散,1574
桑,5227
嗓,1418
丧,6344
扫,5615
嫂,5545
色,2746
森,1893
僧,8575
杀,7693
沙,1753
纱,4932
刹,2170
砂,2834
傻,9144
啥,6968
晒,9205
山,3495
杉,1479
衫,3473
珊,3632
闪,8960
陕,9164
扇,0875
善,1133
伤,0693
商,9170
赏,9123
上,7951
尚,0680
梢,4645
烧,8549
稍,3736
少,2313
绍,9308
哨,3583
舌,1434
蛇,0065
舍,5516
设,7446
社,7191
射,2672
涉,3130
摄,3566
申,2951
伸,6799
身,6806
深,1592
神,6311
审,4862
婶,8855
肾,7012
甚,1572
渗,9527
慎,3449
升,0972
生,7877
声,1866
牲,8876
胜,3854
绳,4525
省,2828
圣,0563
盛,1412
剩,6467
尸,1589
失,5939
师,2754
诗,1809
施,1994
狮,3549
湿,4158
十,2435
什,1097
石,2318
时,8535
识,0227
实,9379
拾,6433
蚀,4070
食,4451
史,1826
使,5570
始,2172
驶,5960
士,0585
氏,3799
世,8345
市,6324
示,3853
式,8664
事,9799
侍,5395
势,9774
视,2646
试,4035
饰,0545
室,1408
是,8093
适,5284
逝,3332
释,7822
收,0307
手,0453
守,7145
首,1977
寿,5846
受,2978
兽,2431
售,1873
授,9517
瘦,7565
书,0428
抒,8648
叔,7223
枢,7848
殊,2168
疏,3290
舒,0548
输,6688
蔬,4178
熟,9761
暑,0156
署,7561
鼠,7483
薯,2107
术,3717
束,3100
述,8254
树,9332
竖,3573
数,5390
刷,7025
耍,0008
衰,9640
摔,3905
甩,1419
帅,1416
双,9139
霜,3542
爽,0669
谁,6195
水,0814
税,0909
睡,5568
顺,3567
瞬,3381
说,4516
丝,4739
司,9045
私,6109
思,5990
斯,8119
撕,2575
死,1433
四,0939
寺,3856
似,5994
饲,8893
松,3155
耸,1405
宋,0734
送,9880
颂,9753
搜,6476
艘,6595
苏,1942
俗,2565
诉,4986
肃,6516
素,2021
速,5296
宿,8486
塑,7449
酸,7897
蒜,5289
算,1523
虽,9442
随,9778
髓,6044
岁,2077
遂,6085
碎,9345
穗,9507
孙,0772
损,9740
笋,2207
缩,1396
所,8499
索,7575
锁,3971
他,6023
她,4148
它,2626
塌,0945
塔,8928
踏,3749
胎,9910
台,8293
抬,3679
太,2576
态,8460
泰,5168
贪,3970
摊,3110
滩,6776
坛,7162
谈,4345
潭,3851
坦,3338
叹,8551
炭,7095
探,0198
碳,1001
汤,7252
唐,3623
堂,2695
塘,2073
糖,8135
躺,7719
趟,0775
涛,9932
掏,4543
逃,8864
桃,8108
陶,2913
淘,0556
萄,8693
讨,5819
套,8120
特,7808
疼,1175
腾,7441
藤,8333
梯,1729
踢,6245
啼,9995
提,0518
题,8570
蹄,4596
体,6538
替,1985
天,8811
添,7135
田,0802
甜,9102
填,2373
挑,5549
条,1064
跳,1801
贴,1154
铁,5216
厅,0757
听,4615
廷,3486
亭,0124
庭,1167
停,4810
蜓,5439
挺,2114
艇,3360
通,3522
同,6468
桐,7094
铜,8403
童,1564
统,2252
桶,7206
筒,1257
痛,9615
偷,2148
头,2166
投,1972
透,4477
突,6726
图,2480
徒,2954
涂,2848
途,3302
屠,8155
土,9228
吐,9907
兔,2687
团,4520
推,2740
腿,2798
退,8579
吞,4799
托,8356
拖,2336
脱,7476
驼,7574
妥,5013
拓,2135
唾,5995
哇,0704
娃,6355
挖,9073
蛙,2024
瓦,5809
歪,2566
外,6939
弯,1819
湾,7100
丸,5137
完,6458
玩,7751
顽,0842
挽,5518
晚,2633
碗,0796
万,4997
汪,8653
亡,3765
王,4763
网,6176
往,4841
忘,2379
旺,1502
望,1669
危,6222
威,8310
微,2588
为,7079
围,3932
违,5091
唯,0146
惟,4707
维,2559
伟,3529
伪,0022
尾,2057
纬,1779
委,0817
萎,8184
卫,6524
未,5509
位,1411
味,3373
胃,0269
谓,6306
喂,9097
慰,6276
魏,1526
温,1330
文,4529
纹,8165
闻,0091
蚊,9033
吻,2472
稳,0208
问,9562
翁,0597
窝,9893
我,5437
沃,4154
卧,0050
握,7506
乌,0331
污,9882
屋,8941
无,7368
吴,2686
吾,4656
五,5799
午,9722
伍,1688
武,6680
舞,4310
务,0336
物,8786
误,2267
悟,1147
雾,2789
夕,1466
西,5578
吸,4432
希,0479
析,3356
息,9966
牺,6528
悉,9177
惜,4733
晰,3961
稀,5088
溪,5367
锡,2087
熙,8167
嘻,3073
膝,4541
习,0944
席,3681
袭,5976
媳,4395
洗,4239
喜,4612
戏,9777
系,8005
细,6437
隙,9060
虾,0037
瞎,9624
峡,1547
狭,5332
辖,2266
霞,5014
下,9419
吓,1697
夏,8966
厦,4651
仙,1271
先,3193
纤,7098
掀,6312
鲜,8745
闲,0863
弦,3247
贤,7322
咸,0729
衔,6039
嫌,1336
显,7833
险,2718
县,8018
现,8793
线,6814
限,7070
宪,9671
陷,5334
献,6892
腺,0506
乡,1221
相,5157
香,7554
厢,3906
湘,7000
箱,1986
详,9446
祥,2467
翔,9810
享,6836
响,4331
想,4546
向,8652
巷,2235
项,8180
象,1983
像,7240
橡,7672
削,6387
消,0010
萧,6138
硝,2134
销,1247
小,5966
晓,0741
孝,5329
效,5085
校,3129
笑,3071
些,3323
歇,2842
协,0589
胁,9381
斜,2673
谐,7005
携,5566
鞋,7556
写,9639
泄,1024
泻,9912
卸,4579
屑,2556
械,7977
谢,2490
蟹,3600
心,1978
辛,0630
欣,3435
新,3825
信,3579
兴,0126
星,4112
猩,7756
刑,7613
行,9637
形,1663
型,6880
醒,9852
杏,5196
姓,0638
幸,6329
性,9267
凶,6829
兄,1241
匈,9790
胸,3426
雄,3298
熊,1916
休,6633
修,1769
羞,8030
朽,5762
秀,2075
绣,9030
袖,4133
须,7214
虚,1886
需,5996
徐,0792
许,9585
序,4639
叙,4584
畜,8221
绪,2796
续,9885
嗅,1471
蓄,3350
宣,7231
玄,2560
悬,7551
旋,2584
选,5089
穴,5358
学,7189
雪,3274
血,6407
寻,2479
巡,6291
询,6613
循,0997
训,1980
讯,5688
迅,2082
压,0812
呀,8368
鸦,0457
鸭,8587
牙,4597
芽,9356
崖,5425
哑,9959
雅,9088
亚,2640
咽,4659
烟,7870
淹,0536
延,9221
严,7657
言,4115
岩,2264
沿,6191
炎,3276
研,4822
盐,7578
颜,4032
衍,6635
掩,7967
眼,9754
演,3327
厌,5479
宴,5251
艳,3210
验,1781
焰,2004
雁,0413
燕,1673
央,2624
扬,5874
羊,9004
阳,0043
杨,0054
洋,1472
仰,0637
养,0093
氧,2042
痒,9383
样,9715
腰,7954
邀,5519
摇,9534
遥,0357
咬,2330
药,1131
要,3391
耀,2553
爷,0606
也,4706
冶,1487
野,5254
业,5388
叶,5834
页,6585
夜,0440
液,2845
一,4038
伊,2604
衣,0603
医,5301
依,8661
仪,9763
夷,6078
宜,6398
姨,4253
移,6409
遗,0329
疑,3692
乙,8906
已,9538
以,4772
矣,5012
蚁,0416
椅,9876
义,2265
亿,7738
忆,7785
艺,5796
议,9496
亦,7087
异,1280
役,4100
抑,1601
译,8382
易,9735
疫,0087
益,4261
谊,3084
逸,6921
意,1033
溢,6619
毅,0574
翼,3173
因,5873
阴,7066
音,8099
吟,9314
银,6741
引,9056
饮,7101
蚓,9398
隐,3465
印,9104
应,1853
英,3671
婴,4414
鹰,1093
迎,2334
盈,5686
营,4827
蝇,0451
赢,4043
影,4282
映,2347
硬,0132
哟,8481
拥,3790
永,6600
泳,8181
勇,2580
涌,3265
用,8273
优,7153
忧,6466
幽,4259
悠,8216
尤,3743
由,0745
犹,5610
邮,9543
油,9798
游,9944
友,5317
有,2192
又,3156
右,9684
幼,8690
诱,0509
于,4726
予,8904
余,0259
鱼,6042
娱,2680
渔,2950
愉,1268
愚,9501
与,8440
宇,2775
羽,2595
雨,3336
语,4113
玉,6507
吁,3521
育,3462
郁,8591
狱,9202
浴,2466
预,0319
域,9945
欲,7525
喻,6828
寓,3349
御,3568
裕,0423
遇,1376
愈,2855
誉,4798
豫,0167
元,2220
员,7562
园,1761
原,0786
圆,7714
袁,5026
援,8512
缘,5802
源,3673
远,8422
怨,6063
院,1358
愿,9771
曰,6641
约,0135
月,6689
岳,1195
钥,2567
悦,3684
阅,2930
跃,3179
越,9436
云,3683
匀,3307
允,8815
孕,3560
运,4472
晕,8627
韵,6106
蕴,3219
杂,4728
砸,7208
灾,0033
栽,8282
宰,7329
载,2850
再,0700
在,8747
咱,0394
暂,5983
赞,6594
脏,0584
葬,5421
遭,5617
糟,5513
早,8024
枣,8732
藻,6576
灶,3487
皂,9524
造,8985
噪,0568
燥,0557
躁,1991
则,3821
择,4269
泽,5625
责,9458
贼,6797
怎,2637
曾,6809
增,4629
赠,4243
渣,1253
扎,5829
眨,2975
炸,1657
摘,8938
宅,4977
窄,2232
债,0386
沾,6782
粘,3489
展,4019
占,2099
战,4405
站,1735
张,9161
章,7134
涨,9135
掌,5101
丈,5156
仗,6129
帐,1823
胀,6691
账,4283
障,1617
招,9127
找,5440
召,7955
兆,5780
赵,6861
照,8452
罩,8227
遮,2703
折,3002
哲,9768
者,0231
这,6580
浙,1566
针,0731
侦,8197
珍,8355
真,0264
诊,5719
枕,2398
阵,9789
振,3672
镇,9186
震,8617
争,0427
征,2614
挣,5001
睁,1038
蒸,7459
整,1197
正,0316
证,1691
郑,3058
政,0498
症,1275
之,7732
支,1829
汁,8958
芝,9906
枝,6587
知,9373
织,8750
肢,2545
脂,9617
蜘,9670
执,3275
直,1041
值,9969
职,1214
植,1943
殖,7701
止,6808
只,0377
旨,2138
址,7826
纸,4685
指,9691
趾,3016
至,9611
志,8248
制,6268
治,2411
质,4013
致,0678
智,9204
置,5881
中,4839
忠,7519
终,5612
钟,7381
肿,9765
种,3408
仲,4326
众,4221
重,0615
州,3938
舟,6902
周,4311
洲,1335
轴,8051
宙,4994
皱,3941
骤,2994
朱,5812
株,1441
珠,8245
诸,0447
猪,2342
蛛,4969
竹,9482
烛,8629
逐,8861
主,2997
属,7707
煮,8807
嘱,9313
住,7627
助,6233
注,9812
贮,2097
驻,5890
柱,1108
祝,8453
著,6008
筑,9723
抓,6363
爪,4215
专,1696
砖,6839
转,9866
赚,5141
庄,3531
桩,0374
装,0367
壮,6354
状,3229
撞,6937
追,7219
准,9544
